Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,448.212219,463.014313,439.262451,461.394714,461.394714,258609
2019-01-02,462.152344,500.232117,459.507690,496.909027,496.909027,516680
2019-01-03,496.811066,503.159332,472.303009,501.963898,501.963898,286370
2019-01-04,499.932556,506.717926,476.242157,498.494354,498.494354,222554
2019-01-05,497.842285,513.323486,497.842285,508.891937,508.891937,259532
2019-01-06,508.375000,521.431091,505.148102,521.431091,521.431091,397424
2019-01-07,521.658203,524.311646,486.461853,492.698486,492.698486,467088
2019-01-08,492.383484,500.670074,396.102264,489.260223,489.260223,268384
2019-01-09,489.327667,500.209137,475.152954,492.541504,492.541504,89883
2019-01-10,492.586823,497.838623,428.360504,437.558197,437.558197,406264
2019-01-11,435.651428,444.956299,418.663879,435.951874,435.951874,216642
2019-01-12,436.381287,447.065979,430.701660,434.629395,434.629395,255676
2019-01-13,435.816467,439.899750,419.550323,423.074524,423.074524,229375
2019-01-14,422.508667,467.631958,348.997437,464.074371,464.074371,430134
2019-01-15,463.833984,467.991180,423.615723,426.417633,426.417633,1228417
2019-01-16,429.413574,459.448608,428.142548,447.052612,447.052612,1169597
2019-01-17,446.736755,466.494446,438.328644,461.283569,461.283569,760109
2019-01-18,460.705505,464.982605,446.167755,455.093323,455.093323,523895
2019-01-19,456.182007,478.605896,454.266693,470.844513,470.844513,476594
2019-01-20,470.524841,477.963623,443.820282,447.163666,447.163666,285725
2019-01-21,452.615509,452.636963,428.492950,429.865570,429.865570,6787634
2019-01-22,429.712769,454.617615,429.295990,453.681824,453.681824,4290642
2019-01-23,454.554016,464.030243,451.600128,459.053711,459.053711,16066140
2019-01-24,459.199646,476.501373,454.115021,472.457397,472.457397,17101342
2019-01-25,473.562622,484.805542,463.461548,469.099304,469.099304,29796841
2019-01-26,469.217773,473.002533,441.738220,449.929169,449.929169,47978980
2019-01-27,450.519897,467.176544,432.442291,433.031616,433.031616,6000950
2019-01-28,433.179871,434.319855,356.451599,398.571503,398.571503,927284
2019-01-29,401.495270,402.843567,383.427246,393.866913,393.866913,1164212
2019-01-30,392.221100,402.786407,363.396362,379.237274,379.237274,2381289
2019-01-31,379.208862,464.335968,359.147247,369.278046,369.278046,2093187
2019-02-01,371.070709,381.138672,363.659027,369.966766,369.966766,838721
2019-02-02,371.982941,382.423767,365.011688,380.962280,380.962280,712906
2019-02-03,372.945190,381.440674,363.328461,376.853333,376.853333,381244
2019-02-04,369.933533,460.141571,366.651611,407.623444,407.623444,703707
2019-02-05,406.890259,447.675354,388.028107,392.125397,392.125397,758679
2019-02-06,392.366272,423.598633,385.478119,397.733215,397.733215,388334
2019-02-07,399.281830,415.103668,390.159546,401.869110,401.869110,698240
2019-02-08,400.376556,439.548615,398.164520,438.178802,438.178802,773700
2019-02-09,438.313568,450.254669,435.177582,449.721344,449.721344,325740
2019-02-10,450.211700,468.385895,445.800568,461.136017,461.136017,460412
2019-02-11,461.482422,493.475189,456.601440,493.475189,493.475189,1140114
2019-02-12,491.206879,505.020325,476.939453,505.020325,505.020325,1476367
2019-02-13,505.576904,555.644226,502.824219,551.876770,551.876770,2361905
2019-02-14,553.920593,556.473572,515.178467,517.803284,517.803284,1560712
2019-02-15,516.736816,539.572327,494.187683,496.801178,496.801178,2061584
2019-02-16,496.886200,527.650513,496.435852,503.746399,503.746399,1339904
2019-02-17,507.537598,539.039551,499.915375,536.371155,536.371155,1092197
2019-02-18,539.436768,579.562439,535.459595,575.373474,575.373474,1759217
2019-02-19,573.410522,632.143372,565.191772,632.143372,632.143372,2015073
2019-02-20,628.829285,663.544861,619.557251,658.892883,658.892883,1612600
2019-02-21,658.817932,665.345947,636.502930,636.502930,636.502930,1474924
2019-02-22,639.559875,668.916992,635.264771,665.798401,665.798401,1584472
2019-02-23,662.377075,739.225769,658.093079,737.599365,737.599365,2469327
2019-02-24,734.749207,773.844299,661.217957,661.217957,661.217957,2142918
2019-02-25,655.420349,686.448608,655.420349,669.079102,669.079102,1749508
2019-02-26,668.333923,685.939270,663.608215,684.855164,684.855164,1989104
2019-02-27,684.785522,684.785522,625.367371,643.312744,643.312744,1574087
2019-02-28,643.350037,686.011414,643.350037,674.741760,674.741760,1230041
2019-03-01,674.819153,688.122009,662.361633,667.265198,667.265198,1240838
2019-03-02,669.677979,704.547424,667.147949,679.767517,679.767517,1143227
2019-03-03,684.671143,689.992920,656.209534,661.231873,661.231873,1055971
